Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_group,montly_income_per_year_at_company,Experience_Internal,stagnation_in_role,JobRole_Department
34,0,Non-Travel,1381,Sales,4,4 - Master,Marketing,3 - High,Female,72,3 - High,2,Sales Executive,3 - High,Married,6538,12740,9,Y,No,15,3- Excellent,1 - Low,1,6,3,3 - Better,3,2,1,2,25-34,1634.5,0.5,0.6666666666666666,Sales Executive_Sales
31,0,Travel_Rarely,480,Research & Development,7,2 - College,Medical,2 - Medium,Female,31,3 - High,2,Manufacturing Director,1 - Low,Married,4306,4156,1,Y,No,12,3- Excellent,2 - Medium,1,13,5,1- Bad,13,10,3,12,25-34,307.57142857142856,1.0,0.7692307692307693,Manufacturing Director_Research & Development
43,0,Travel_Frequently,313,Research & Development,21,3 - Bachelor,Medical,4 - Very High,Male,61,3 - High,1,Laboratory Technician,4 - Very High,Married,2258,15238,7,Y,No,20,4 - Outstanding,1 - Low,1,8,1,3 - Better,3,2,1,2,35-44,564.5,0.375,0.6666666666666666,Laboratory Technician_Research & Development
43,0,Travel_Rarely,1473,Research & Development,8,4 - Master,Other,3 - High,Female,74,3 - High,2,Healthcare Representative,3 - High,Divorced,4522,2227,4,Y,Yes,14,3- Excellent,4 - Very High,0,8,3,3 - Better,5,2,0,2,35-44,753.6666666666666,0.625,0.4,Healthcare Representative_Research & Development
25,0,Travel_Rarely,891,Sales,4,2 - College,Life Sciences,2 - Medium,Female,99,2 - Medium,2,Sales Executive,4 - Very High,Single,4487,12090,1,Y,Yes,11,3- Excellent,2 - Medium,0,5,3,3 - Better,5,4,1,3,25-34,747.8333333333334,1.0,0.8,Sales Executive_Sales
37,0,Non-Travel,1063,Research & Development,25,5 - Doctorate,Medical,2 - Medium,Female,72,3 - High,2,Research Scientist,3 - High,Married,4449,23866,3,Y,Yes,15,3- Excellent,1 - Low,2,15,2,3 - Better,13,11,10,7,35-44,317.7857142857143,0.8666666666666667,0.8461538461538461,Research Scientist_Research & Development
31,0,Travel_Rarely,329,Research & Development,1,2 - College,Life Sciences,4 - Very High,Male,98,2 - Medium,1,Laboratory Technician,1 - Low,Married,2218,16193,1,Y,No,12,3- Excellent,3 - High,1,4,3,3 - Better,4,2,3,2,25-34,443.6,1.0,0.5,Laboratory Technician_Research & Development
39,0,Travel_Frequently,1218,Research & Development,1,1 - Below College,Life Sciences,2 - Medium,Male,52,3 - High,5,Manager,3 - High,Divorced,19197,8213,1,Y,Yes,14,3- Excellent,3 - High,1,21,3,3 - Better,21,8,1,6,35-44,872.5909090909091,1.0,0.38095238095238093,Manager_Research & Development
56,0,Travel_Frequently,906,Sales,6,3 - Bachelor,Life Sciences,3 - High,Female,86,4 - Very High,4,Sales Executive,1 - Low,Married,13212,18256,9,Y,No,11,3- Excellent,4 - Very High,3,36,0,2- Good,7,7,7,7,55-64,1651.5,0.19444444444444445,1.0,Sales Executive_Sales
30,0,Travel_Rarely,1082,Sales,12,3 - Bachelor,Technical Degree,2 - Medium,Female,83,3 - High,2,Sales Executive,3 - High,Single,6577,19558,0,Y,No,11,3- Excellent,2 - Medium,0,6,6,3 - Better,5,4,4,4,25-34,1096.1666666666667,0.8333333333333334,0.8,Sales Executive_Sales
41,0,Travel_Rarely,645,Sales,1,3 - Bachelor,Marketing,2 - Medium,Male,49,4 - Very High,3,Sales Executive,1 - Low,Married,8392,19566,1,Y,No,16,3- Excellent,3 - High,1,10,2,3 - Better,10,7,0,7,35-44,762.9090909090909,1.0,0.7,Sales Executive_Sales
28,0,Travel_Rarely,1300,Research & Development,17,2 - College,Medical,3 - High,Male,79,3 - High,2,Laboratory Technician,1 - Low,Divorced,4558,13535,1,Y,No,12,3- Excellent,4 - Very High,1,10,2,3 - Better,10,0,1,8,25-34,414.3636363636364,1.0,0.0,Laboratory Technician_Research & Development
25,1,Travel_Rarely,688,Research & Development,3,3 - Bachelor,Medical,1 - Low,Male,91,3 - High,1,Laboratory Technician,1 - Low,Married,4031,9396,5,Y,No,13,3- Excellent,3 - High,1,6,5,3 - Better,2,2,0,2,25-34,1343.6666666666667,0.3333333333333333,1.0,Laboratory Technician_Research & Development
52,0,Travel_Rarely,319,Research & Development,3,3 - Bachelor,Medical,4 - Very High,Male,39,2 - Medium,3,Manufacturing Director,3 - High,Married,7969,19609,2,Y,Yes,14,3- Excellent,3 - High,0,28,4,3 - Better,5,4,0,4,45-54,1328.1666666666667,0.17857142857142858,0.8,Manufacturing Director_Research & Development
45,0,Travel_Rarely,192,Research & Development,10,2 - College,Life Sciences,1 - Low,Male,69,3 - High,1,Research Scientist,4 - Very High,Married,2654,9655,3,Y,No,21,4 - Outstanding,4 - Very High,2,8,3,2- Good,2,2,0,2,45-54,884.6666666666666,0.25,1.0,Research Scientist_Research & Development
52,0,Travel_Rarely,1490,Research & Development,4,2 - College,Life Sciences,4 - Very High,Female,30,3 - High,4,Manager,4 - Very High,Married,16555,10310,2,Y,No,13,3- Excellent,4 - Very High,0,31,2,1- Bad,5,2,1,4,45-54,2759.1666666666665,0.16129032258064516,0.4,Manager_Research & Development
42,0,Travel_Frequently,532,Research & Development,29,2 - College,Life Sciences,1 - Low,Female,92,3 - High,2,Research Scientist,3 - High,Divorced,4556,12932,2,Y,No,11,3- Excellent,2 - Medium,1,19,3,3 - Better,5,4,0,2,35-44,759.3333333333334,0.2631578947368421,0.8,Research Scientist_Research & Development
30,0,Travel_Rarely,317,Research & Development,2,3 - Bachelor,Life Sciences,3 - High,Female,43,1 - Low,2,Manufacturing Director,4 - Very High,Single,6091,24793,2,Y,No,20,4 - Outstanding,3 - High,0,11,2,3 - Better,5,4,0,2,25-34,1015.1666666666666,0.45454545454545453,0.8,Manufacturing Director_Research & Development
60,0,Travel_Rarely,422,Research & Development,7,3 - Bachelor,Life Sciences,1 - Low,Female,41,3 - High,5,Manager,1 - Low,Married,19566,3854,5,Y,No,11,3- Excellent,4 - Very High,0,33,5,1- Bad,29,8,11,10,55-64,652.2,0.8787878787878788,0.27586206896551724,Manager_Research & Development
46,0,Travel_Rarely,1485,Research & Development,18,3 - Bachelor,Medical,3 - High,Female,87,3 - High,2,Manufacturing Director,3 - High,Divorced,4810,26314,2,Y,No,14,3- Excellent,3 - High,1,19,5,2- Good,10,7,0,8,45-54,437.27272727272725,0.5263157894736842,0.7,Manufacturing Director_Research & Development
42,0,Travel_Frequently,1368,Research & Development,28,4 - Master,Technical Degree,4 - Very High,Female,88,2 - Medium,2,Healthcare Representative,4 - Very High,Married,4523,4386,0,Y,No,11,3- Excellent,4 - Very High,3,7,4,4 - Best,6,5,0,4,35-44,646.1428571428571,0.8571428571428571,0.8333333333333334,Healthcare Representative_Research & Development
24,1,Travel_Rarely,1448,Sales,1,1 - Below College,Technical Degree,1 - Low,Female,62,3 - High,1,Sales Representative,2 - Medium,Single,3202,21972,1,Y,Yes,16,3- Excellent,2 - Medium,0,6,4,3 - Better,5,3,1,4,18-24,533.6666666666666,0.8333333333333334,0.6,Sales Representative_Sales
34,1,Travel_Frequently,296,Sales,6,2 - College,Marketing,4 - Very High,Female,33,1 - Low,1,Sales Representative,3 - High,Divorced,2351,12253,0,Y,No,16,3- Excellent,4 - Very High,1,3,3,2- Good,2,2,1,0,25-34,783.6666666666666,0.6666666666666666,1.0,Sales Representative_Sales
38,0,Travel_Frequently,1490,Research & Development,2,2 - College,Life Sciences,4 - Very High,Male,42,3 - High,1,Laboratory Technician,4 - Very High,Married,1702,12106,1,Y,Yes,23,4 - Outstanding,3 - High,1,1,3,3 - Better,1,0,0,0,35-44,851.0,1.0,0.0,Laboratory Technician_Research & Development
40,0,Travel_Rarely,1398,Sales,2,4 - Master,Life Sciences,3 - High,Female,79,3 - High,5,Manager,3 - High,Married,18041,13022,0,Y,No,14,3- Excellent,4 - Very High,0,21,2,3 - Better,20,15,1,12,35-44,859.0952380952381,0.9523809523809523,0.75,Manager_Sales
26,0,Travel_Rarely,1349,Research & Development,23,3 - Bachelor,Life Sciences,1 - Low,Female,90,3 - High,1,Research Scientist,4 - Very High,Divorced,2886,3032,1,Y,No,22,4 - Outstanding,2 - Medium,2,3,3,1- Bad,3,2,0,2,25-34,721.5,1.0,0.6666666666666666,Research Scientist_Research & Development
30,0,Non-Travel,1400,Research & Development,3,3 - Bachelor,Life Sciences,3 - High,Male,53,3 - High,1,Laboratory Technician,4 - Very High,Married,2097,16734,4,Y,No,15,3- Excellent,3 - High,1,9,3,1- Bad,5,3,1,4,25-34,349.5,0.5555555555555556,0.6,Laboratory Technician_Research & Development
29,0,Travel_Rarely,986,Research & Development,3,4 - Master,Medical,2 - Medium,Male,93,2 - Medium,3,Research Director,3 - High,Married,11935,21526,1,Y,No,18,3- Excellent,3 - High,0,10,2,3 - Better,10,2,0,7,25-34,1085.0,1.0,0.2,Research Director_Research & Development
29,1,Travel_Rarely,408,Research & Development,25,5 - Doctorate,Technical Degree,3 - High,Female,71,2 - Medium,1,Research Scientist,2 - Medium,Married,2546,18300,5,Y,No,16,3- Excellent,2 - Medium,0,6,2,4 - Best,2,2,1,1,25-34,848.6666666666666,0.3333333333333333,1.0,Research Scientist_Research & Development
19,1,Travel_Rarely,489,Human Resources,2,2 - College,Technical Degree,1 - Low,Male,52,2 - Medium,1,Human Resources,4 - Very High,Single,2564,18437,1,Y,No,12,3- Excellent,3 - High,0,1,3,4 - Best,1,0,0,0,18-24,1282.0,1.0,0.0,Human Resources_Human Resources
30,0,Non-Travel,1398,Sales,22,4 - Master,Other,3 - High,Female,69,3 - High,3,Sales Executive,1 - Low,Married,8412,2890,0,Y,No,11,3- Excellent,3 - High,0,10,3,3 - Better,9,8,7,8,25-34,841.2,0.9,0.8888888888888888,Sales Executive_Sales
57,0,Travel_Rarely,210,Sales,29,3 - Bachelor,Marketing,1 - Low,Male,56,2 - Medium,4,Manager,4 - Very High,Divorced,14118,22102,3,Y,No,12,3- Excellent,3 - High,1,32,3,2- Good,1,0,0,0,55-64,7059.0,0.03125,0.0,Manager_Sales
50,0,Travel_Rarely,1099,Research & Development,29,4 - Master,Life Sciences,2 - Medium,Male,88,2 - Medium,4,Manager,3 - High,Married,17046,9314,0,Y,No,15,3- Excellent,2 - Medium,1,28,2,3 - Better,27,10,15,7,45-54,608.7857142857143,0.9642857142857143,0.37037037037037035,Manager_Research & Development
30,0,Non-Travel,1116,Research & Development,2,3 - Bachelor,Medical,3 - High,Female,49,3 - High,1,Laboratory Technician,4 - Very High,Single,2564,7181,0,Y,No,14,3- Excellent,3 - High,0,12,2,2- Good,11,7,6,7,25-34,213.66666666666666,0.9166666666666666,0.6363636363636364,Laboratory Technician_Research & Development
60,0,Travel_Frequently,1499,Sales,28,3 - Bachelor,Marketing,3 - High,Female,80,2 - Medium,3,Sales Executive,1 - Low,Married,10266,2845,4,Y,No,19,3- Excellent,4 - Very High,0,22,5,4 - Best,18,13,13,11,55-64,540.3157894736842,0.8181818181818182,0.7222222222222222,Sales Executive_Sales
47,0,Travel_Rarely,983,Research & Development,2,2 - College,Medical,1 - Low,Female,65,3 - High,2,Manufacturing Director,4 - Very High,Divorced,5070,7389,5,Y,No,13,3- Excellent,3 - High,3,20,2,3 - Better,5,0,0,4,45-54,845.0,0.25,0.0,Manufacturing Director_Research & Development
46,0,Travel_Rarely,1009,Research & Development,2,3 - Bachelor,Life Sciences,1 - Low,Male,51,3 - High,4,Research Director,3 - High,Married,17861,2288,6,Y,No,13,3- Excellent,3 - High,0,26,2,1- Bad,3,2,0,1,45-54,4465.25,0.11538461538461539,0.6666666666666666,Research Director_Research & Development
35,0,Travel_Rarely,144,Research & Development,22,3 - Bachelor,Life Sciences,4 - Very High,Male,46,1 - Low,1,Laboratory Technician,3 - High,Single,4230,19225,0,Y,No,15,3- Excellent,3 - High,0,6,2,3 - Better,5,4,4,3,35-44,705.0,0.8333333333333334,0.8,Laboratory Technician_Research & Development
54,0,Travel_Rarely,548,Research & Development,8,4 - Master,Life Sciences,3 - High,Female,42,3 - High,2,Laboratory Technician,3 - High,Single,3780,23428,7,Y,No,11,3- Excellent,3 - High,0,19,3,3 - Better,1,0,0,0,45-54,1890.0,0.05263157894736842,0.0,Laboratory Technician_Research & Development
34,0,Travel_Rarely,1303,Research & Development,2,4 - Master,Life Sciences,4 - Very High,Male,62,2 - Medium,1,Research Scientist,3 - High,Divorced,2768,8416,3,Y,No,12,3- Excellent,3 - High,1,14,3,3 - Better,7,3,5,7,25-34,346.0,0.5,0.42857142857142855,Research Scientist_Research & Development
46,0,Travel_Rarely,1125,Sales,10,3 - Bachelor,Marketing,3 - High,Female,94,2 - Medium,3,Sales Executive,4 - Very High,Married,9071,11563,2,Y,Yes,19,3- Excellent,3 - High,1,15,3,3 - Better,3,2,1,2,45-54,2267.75,0.2,0.6666666666666666,Sales Executive_Sales
31,0,Travel_Rarely,1274,Research & Development,9,1 - Below College,Life Sciences,3 - High,Male,33,3 - High,3,Manufacturing Director,2 - Medium,Divorced,10648,14394,1,Y,No,25,4 - Outstanding,4 - Very High,1,13,6,4 - Best,13,8,0,8,25-34,760.5714285714286,1.0,0.6153846153846154,Manufacturing Director_Research & Development
33,1,Travel_Rarely,1277,Research & Development,15,1 - Below College,Medical,2 - Medium,Male,56,3 - High,3,Manager,3 - High,Married,13610,24619,7,Y,Yes,12,3- Excellent,4 - Very High,0,15,2,4 - Best,7,6,7,7,25-34,1701.25,0.4666666666666667,0.8571428571428571,Manager_Research & Development
33,1,Travel_Rarely,587,Research & Development,10,1 - Below College,Medical,1 - Low,Male,38,1 - Low,1,Laboratory Technician,4 - Very High,Divorced,3408,6705,7,Y,No,13,3- Excellent,1 - Low,3,8,2,3 - Better,4,3,1,3,25-34,681.6,0.5,0.75,Laboratory Technician_Research & Development
30,0,Travel_Rarely,413,Sales,7,1 - Below College,Marketing,4 - Very High,Male,57,3 - High,1,Sales Representative,2 - Medium,Single,2983,18398,0,Y,No,14,3- Excellent,1 - Low,0,4,3,3 - Better,3,2,1,2,25-34,745.75,0.75,0.6666666666666666,Sales Representative_Sales
35,0,Travel_Rarely,1276,Research & Development,16,3 - Bachelor,Life Sciences,4 - Very High,Male,72,3 - High,3,Healthcare Representative,3 - High,Married,7632,14295,4,Y,Yes,12,3- Excellent,3 - High,0,10,2,3 - Better,8,7,0,0,35-44,848.0,0.8,0.875,Healthcare Representative_Research & Development
31,1,Travel_Frequently,534,Research & Development,20,3 - Bachelor,Life Sciences,1 - Low,Male,66,3 - High,3,Healthcare Representative,3 - High,Married,9824,22908,3,Y,No,12,3- Excellent,1 - Low,0,12,2,3 - Better,1,0,0,0,25-34,4912.0,0.08333333333333333,0.0,Healthcare Representative_Research & Development
34,1,Travel_Frequently,988,Human Resources,23,3 - Bachelor,Human Resources,2 - Medium,Female,43,3 - High,3,Human Resources,1 - Low,Divorced,9950,11533,9,Y,Yes,15,3- Excellent,3 - High,3,11,2,3 - Better,3,2,0,2,25-34,2487.5,0.2727272727272727,0.6666666666666666,Human Resources_Human Resources
42,0,Travel_Frequently,1474,Research & Development,5,2 - College,Other,2 - Medium,Male,97,3 - High,1,Laboratory Technician,3 - High,Married,2093,9260,4,Y,No,17,3- Excellent,4 - Very High,1,8,4,3 - Better,2,2,2,0,35-44,697.6666666666666,0.25,1.0,Laboratory Technician_Research & Development
36,0,Non-Travel,635,Sales,10,4 - Master,Medical,2 - Medium,Male,32,3 - High,3,Sales Executive,4 - Very High,Single,9980,15318,1,Y,No,14,3- Excellent,4 - Very High,0,10,3,2- Good,10,3,9,7,35-44,907.2727272727273,1.0,0.3,Sales Executive_Sales
22,1,Travel_Frequently,1368,Research & Development,4,1 - Below College,Technical Degree,3 - High,Male,99,2 - Medium,1,Laboratory Technician,3 - High,Single,3894,9129,5,Y,No,16,3- Excellent,3 - High,0,4,3,3 - Better,2,2,1,2,18-24,1298.0,0.5,1.0,Laboratory Technician_Research & Development
48,0,Travel_Rarely,163,Sales,2,5 - Doctorate,Marketing,2 - Medium,Female,37,3 - High,2,Sales Executive,4 - Very High,Married,4051,19658,2,Y,No,14,3- Excellent,1 - Low,1,14,2,3 - Better,9,7,6,7,45-54,405.1,0.6428571428571429,0.7777777777777778,Sales Executive_Sales
55,0,Travel_Rarely,1117,Sales,18,5 - Doctorate,Life Sciences,1 - Low,Female,83,3 - High,4,Manager,2 - Medium,Single,16835,9873,3,Y,No,23,4 - Outstanding,4 - Very High,0,37,2,3 - Better,10,9,7,7,55-64,1530.4545454545455,0.2702702702702703,0.9,Manager_Sales
41,0,Non-Travel,267,Sales,10,2 - College,Life Sciences,4 - Very High,Male,56,3 - High,2,Sales Executive,4 - Very High,Single,6230,13430,7,Y,No,14,3- Excellent,4 - Very High,0,16,3,3 - Better,14,3,1,10,35-44,415.3333333333333,0.875,0.21428571428571427,Sales Executive_Sales
35,0,Travel_Rarely,619,Sales,1,3 - Bachelor,Marketing,2 - Medium,Male,85,3 - High,2,Sales Executive,3 - High,Married,4717,18659,9,Y,No,11,3- Excellent,3 - High,0,15,2,3 - Better,11,9,6,9,35-44,393.0833333333333,0.7333333333333333,0.8181818181818182,Sales Executive_Sales
40,0,Travel_Rarely,302,Research & Development,6,3 - Bachelor,Life Sciences,2 - Medium,Female,75,3 - High,4,Manufacturing Director,3 - High,Single,13237,20364,7,Y,No,15,3- Excellent,3 - High,0,22,3,3 - Better,20,6,5,13,35-44,630.3333333333334,0.9090909090909091,0.3,Manufacturing Director_Research & Development
39,0,Travel_Frequently,443,Research & Development,8,1 - Below College,Life Sciences,3 - High,Female,48,3 - High,1,Laboratory Technician,3 - High,Married,3755,17872,1,Y,No,11,3- Excellent,1 - Low,1,8,3,3 - Better,8,3,0,7,35-44,417.22222222222223,1.0,0.375,Laboratory Technician_Research & Development
31,0,Travel_Rarely,828,Sales,2,1 - Below College,Life Sciences,2 - Medium,Male,77,3 - High,2,Sales Executive,4 - Very High,Single,6582,8346,4,Y,Yes,13,3- Excellent,3 - High,0,10,2,4 - Best,6,5,0,5,25-34,940.2857142857143,0.6,0.8333333333333334,Sales Executive_Sales
42,0,Travel_Rarely,319,Research & Development,24,3 - Bachelor,Medical,4 - Very High,Male,56,3 - High,3,Manufacturing Director,1 - Low,Married,7406,6950,1,Y,Yes,21,4 - Outstanding,4 - Very High,1,10,5,2- Good,10,9,5,8,35-44,673.2727272727273,1.0,0.9,Manufacturing Director_Research & Development
45,0,Travel_Rarely,561,Sales,2,3 - Bachelor,Other,4 - Very High,Male,61,3 - High,2,Sales Executive,2 - Medium,Married,4805,16177,0,Y,No,19,3- Excellent,2 - Medium,1,9,3,4 - Best,8,7,3,7,45-54,533.8888888888889,0.8888888888888888,0.875,Sales Executive_Sales
26,1,Travel_Frequently,426,Human Resources,17,4 - Master,Life Sciences,2 - Medium,Female,58,3 - High,1,Human Resources,3 - High,Divorced,2741,22808,0,Y,Yes,11,3- Excellent,2 - Medium,1,8,2,2- Good,7,7,1,0,25-34,342.625,0.875,1.0,Human Resources_Human Resources
29,0,Travel_Rarely,232,Research & Development,19,3 - Bachelor,Technical Degree,4 - Very High,Male,34,3 - High,2,Manufacturing Director,4 - Very High,Divorced,4262,22645,4,Y,No,12,3- Excellent,2 - Medium,2,8,2,4 - Best,3,2,1,2,25-34,1065.5,0.375,0.6666666666666666,Manufacturing Director_Research & Development
33,0,Travel_Rarely,922,Research & Development,1,5 - Doctorate,Medical,1 - Low,Female,95,4 - Very High,4,Research Director,3 - High,Divorced,16184,22578,4,Y,No,19,3- Excellent,3 - High,1,10,2,3 - Better,6,1,0,5,25-34,2312.0,0.6,0.16666666666666666,Research Director_Research & Development
31,0,Travel_Rarely,688,Sales,7,3 - Bachelor,Life Sciences,3 - High,Male,44,2 - Medium,3,Manager,4 - Very High,Divorced,11557,25291,9,Y,No,21,4 - Outstanding,3 - High,1,10,3,2- Good,5,4,0,1,25-34,1926.1666666666667,0.5,0.8,Manager_Sales
18,1,Travel_Frequently,1306,Sales,5,3 - Bachelor,Marketing,2 - Medium,Male,69,3 - High,1,Sales Representative,2 - Medium,Single,1878,8059,1,Y,Yes,14,3- Excellent,4 - Very High,0,0,3,3 - Better,0,0,0,0,18-24,1878.0,,0.0,Sales Representative_Sales
40,0,Non-Travel,1094,Sales,28,3 - Bachelor,Other,3 - High,Male,58,1 - Low,3,Sales Executive,1 - Low,Divorced,10932,11373,3,Y,No,15,3- Excellent,3 - High,1,20,2,3 - Better,1,0,0,1,35-44,5466.0,0.05,0.0,Sales Executive_Sales
41,0,Non-Travel,509,Research & Development,2,4 - Master,Other,1 - Low,Female,62,2 - Medium,2,Healthcare Representative,3 - High,Single,6811,2112,2,Y,Yes,17,3- Excellent,1 - Low,0,10,3,3 - Better,8,7,0,7,35-44,756.7777777777778,0.8,0.875,Healthcare Representative_Research & Development
26,0,Travel_Rarely,775,Sales,29,2 - College,Medical,1 - Low,Male,45,3 - High,2,Sales Executive,3 - High,Divorced,4306,4267,5,Y,No,12,3- Excellent,1 - Low,2,8,5,3 - Better,0,0,0,0,25-34,4306.0,0.0,0.0,Sales Executive_Sales
35,0,Travel_Rarely,195,Sales,1,3 - Bachelor,Medical,1 - Low,Female,80,3 - High,2,Sales Executive,3 - High,Single,4859,6698,1,Y,No,16,3- Excellent,4 - Very High,0,5,3,3 - Better,5,4,0,3,35-44,809.8333333333334,1.0,0.8,Sales Executive_Sales
34,0,Travel_Rarely,258,Sales,21,4 - Master,Life Sciences,4 - Very High,Male,74,4 - Very High,2,Sales Executive,4 - Very High,Single,5337,19921,1,Y,No,12,3- Excellent,4 - Very High,0,10,3,3 - Better,10,7,5,7,25-34,485.1818181818182,1.0,0.7,Sales Executive_Sales
26,1,Travel_Rarely,471,Research & Development,24,3 - Bachelor,Technical Degree,3 - High,Male,66,1 - Low,1,Laboratory Technician,4 - Very High,Single,2340,23213,1,Y,Yes,18,3- Excellent,2 - Medium,0,1,3,1- Bad,1,0,0,0,25-34,1170.0,1.0,0.0,Laboratory Technician_Research & Development
37,0,Travel_Rarely,799,Research & Development,1,3 - Bachelor,Technical Degree,2 - Medium,Female,59,3 - High,3,Manufacturing Director,4 - Very High,Single,7491,23848,4,Y,No,17,3- Excellent,4 - Very High,0,12,3,4 - Best,6,5,1,2,35-44,1070.142857142857,0.5,0.8333333333333334,Manufacturing Director_Research & Development
46,0,Travel_Frequently,1034,Research & Development,18,1 - Below College,Medical,1 - Low,Female,86,3 - High,3,Healthcare Representative,3 - High,Married,10527,8984,5,Y,No,11,3- Excellent,4 - Very High,0,28,3,2- Good,2,2,1,2,45-54,3509.0,0.07142857142857142,1.0,Healthcare Representative_Research & Development
41,0,Travel_Rarely,1276,Sales,2,5 - Doctorate,Life Sciences,2 - Medium,Female,91,3 - High,4,Manager,1 - Low,Married,16595,5626,7,Y,No,16,3- Excellent,2 - Medium,1,22,2,3 - Better,18,16,11,8,35-44,873.421052631579,0.8181818181818182,0.8888888888888888,Manager_Sales
37,0,Non-Travel,142,Sales,9,4 - Master,Medical,1 - Low,Male,69,3 - High,3,Sales Executive,2 - Medium,Divorced,8834,24666,1,Y,No,13,3- Excellent,4 - Very High,1,9,6,3 - Better,9,5,7,7,35-44,883.4,1.0,0.5555555555555556,Sales Executive_Sales
52,0,Travel_Rarely,956,Research & Development,6,2 - College,Technical Degree,4 - Very High,Male,78,3 - High,2,Research Scientist,1 - Low,Divorced,5577,22087,3,Y,Yes,12,3- Excellent,2 - Medium,2,18,3,3 - Better,10,9,6,9,45-54,507.0,0.5555555555555556,0.9,Research Scientist_Research & Development
32,1,Non-Travel,1474,Sales,11,4 - Master,Other,4 - Very High,Male,60,4 - Very High,2,Sales Executive,3 - High,Married,4707,23914,8,Y,No,12,3- Excellent,4 - Very High,0,6,2,3 - Better,4,2,1,2,25-34,941.4,0.6666666666666666,0.5,Sales Executive_Sales
24,0,Travel_Frequently,535,Sales,24,3 - Bachelor,Medical,4 - Very High,Male,38,3 - High,1,Sales Representative,4 - Very High,Married,2400,5530,0,Y,No,13,3- Excellent,3 - High,2,3,3,3 - Better,2,2,2,1,18-24,800.0,0.6666666666666666,1.0,Sales Representative_Sales
38,0,Travel_Rarely,1495,Research & Development,10,3 - Bachelor,Medical,3 - High,Female,76,3 - High,2,Healthcare Representative,3 - High,Married,9824,22174,3,Y,No,19,3- Excellent,3 - High,1,18,4,3 - Better,1,0,0,0,35-44,4912.0,0.05555555555555555,0.0,Healthcare Representative_Research & Development
37,0,Travel_Rarely,446,Research & Development,1,4 - Master,Life Sciences,2 - Medium,Female,65,3 - High,2,Manufacturing Director,2 - Medium,Married,6447,15701,6,Y,No,12,3- Excellent,2 - Medium,1,8,2,2- Good,6,5,4,3,35-44,921.0,0.75,0.8333333333333334,Manufacturing Director_Research & Development
49,0,Travel_Rarely,1245,Research & Development,18,4 - Master,Life Sciences,4 - Very High,Male,58,2 - Medium,5,Research Director,3 - High,Divorced,19502,2125,1,Y,Yes,17,3- Excellent,3 - High,1,31,5,3 - Better,31,9,0,9,45-54,609.4375,1.0,0.2903225806451613,Research Director_Research & Development
24,0,Travel_Rarely,691,Research & Development,23,3 - Bachelor,Medical,2 - Medium,Male,89,4 - Very High,1,Research Scientist,4 - Very High,Married,2725,21630,1,Y,Yes,11,3- Excellent,2 - Medium,2,6,3,3 - Better,6,5,1,4,18-24,389.2857142857143,1.0,0.8333333333333334,Research Scientist_Research & Development
26,0,Travel_Rarely,703,Sales,28,2 - College,Marketing,1 - Low,Male,66,3 - High,2,Sales Executive,2 - Medium,Married,6272,7428,1,Y,No,20,4 - Outstanding,4 - Very High,2,6,5,4 - Best,5,3,1,4,25-34,1045.3333333333333,0.8333333333333334,0.6,Sales Executive_Sales
24,0,Travel_Rarely,823,Research & Development,17,2 - College,Other,4 - Very High,Male,94,2 - Medium,1,Laboratory Technician,2 - Medium,Married,2127,9100,1,Y,No,21,4 - Outstanding,4 - Very High,1,1,2,3 - Better,1,0,0,0,18-24,1063.5,1.0,0.0,Laboratory Technician_Research & Development
50,0,Travel_Frequently,1246,Human Resources,3,3 - Bachelor,Medical,1 - Low,Male,99,3 - High,5,Manager,2 - Medium,Married,18200,7999,1,Y,No,11,3- Excellent,3 - High,1,32,2,3 - Better,32,5,10,7,45-54,551.5151515151515,1.0,0.15625,Manager_Human Resources
25,0,Travel_Rarely,622,Sales,13,1 - Below College,Medical,2 - Medium,Male,40,3 - High,1,Sales Representative,3 - High,Married,2096,26376,1,Y,No,11,3- Excellent,3 - High,0,7,1,3 - Better,7,4,0,6,25-34,262.0,1.0,0.5714285714285714,Sales Representative_Sales
24,1,Travel_Frequently,1287,Research & Development,7,3 - Bachelor,Life Sciences,1 - Low,Female,55,3 - High,1,Laboratory Technician,3 - High,Married,2886,14168,1,Y,Yes,16,3- Excellent,4 - Very High,1,6,4,3 - Better,6,3,1,2,18-24,412.2857142857143,1.0,0.5,Laboratory Technician_Research & Development
30,1,Travel_Frequently,448,Sales,12,4 - Master,Life Sciences,2 - Medium,Male,74,2 - Medium,1,Sales Representative,1 - Low,Married,2033,14470,1,Y,No,18,3- Excellent,3 - High,1,1,2,4 - Best,1,0,0,0,25-34,1016.5,1.0,0.0,Sales Representative_Sales
